0  0.0  7.814059186727174e-15 13420.0
1  0.00022479553244684998  486782.4432848522 112563.0
2  0.00029972737659579997  467050.6356750166 114271.0
3  0.0005994547531915999  1.7324480092057426e-15 34252.0
4  0.0008242502856384499  1677116.9133879356 462791.0
5  0.0008991821297873999  1216198.5942097704 322452.0
6  0.0011989095063831999  1634465.624280389 415407.0
7  0.0014237050388300498  861615.8822173149 253364.0
8  0.0017983642595747998  10248378.611044725 664351.0
9  0.0020231597920216497  5.209872365906265e-118 610517.0
10  0.0023978190127663997  0.0 47.0
11  0.0026975463893622  0.0 76831.0
12  0.0032220692984048496  0.0 0.0
13  0.0032970011425537994  0.0 0.0
14  0.0035967285191495996  0.0 0.0
15  0.0038215240515964495  0.0 0.0
16  0.0044209788047880495  0.0 0.0
17  0.0047956380255327995  0.0 0.0
18  0.00502043355797965  0.0 0.0
19  0.0050953654021286  0.0 0.0
20  0.0053950927787244  0.0 0.0
21  0.005619888311171249  0.0 0.0
22  0.005694820155320199  0.0 0.0
23  0.00621934306436285  0.0 0.0
24  0.006594002285107599  0.0 0.0
25  0.007193457038299199  0.0 0.0
26  0.0074182525707460496  0.0 0.0
27  0.007493184414894999  0.0 0.0
28  0.00801770732393765  0.0 0.0
29  0.008092639168086599  0.0 0.0
30  0.009216616830320849  0.0 0.0
31  0.009591276051065599  0.0 0.0
32  0.00981607158351245  0.0 0.0
33  0.009891003427661398  0.0 0.0
34  0.0101907308042572  0.0 0.0
35  0.01041552633670405  0.0 0.0
36  0.0107901855574488  0.0 0.0
37  0.011014981089895648  0.0 0.0
38  0.011389640310640398  0.0 0.0
39  0.012213890596278849  0.0 0.0
40  0.012288822440427798  0.0 0.0
41  0.01281334534947045  0.0 0.0
42  0.012888277193619398  0.0 0.0
43  0.013188004570215198  0.0 0.0
44  0.013412800102662048  0.0 0.0
45  0.014012254855853648  0.0 0.0
46  0.014386914076598398  0.0 0.0
47  0.014686641453194198  0.0 0.0
48  0.015286096206385798  0.0 0.0
49  0.016185278336173198  0.0 0.0
50  0.016410073868620048  0.0 0.0
51  0.017009528621811647  0.0 0.0
52  0.0170844604659606  0.0 0.0
53  0.018208438128194847  0.0 0.0
54  0.019182552102131198  0.0 0.0
